Product Category,Quantity,Unit Price,Total Price,Order Date,Payment Type,Order Status
Clothing,5,406.4584398,2032.292199,2023-03-06,Credit Card,Completed
Beauty & Health,2,245.9748425,491.949685,2023-01-28,Debit Card,Pending
Sports & Outdoors,4,209.3776488,837.5105952,2023-05-02,PayPal,Cancelled
Electronics,2,32.15020137,64.30040273,2023-05-19,Credit Card,Cancelled
Beauty & Health,1,229.0322094,229.0322094,2023-01-03,Credit Card,Pending
Clothing,3,178.4593407,535.3780221,2023-12-17,PayPal,Refunded
Beauty & Health,4,51.29090579,205.1636232,2023-03-02,PayPal,Pending
Books,5,83.81936208,419.0968104,2023-09-09,PayPal,Pending
Books,2,495.3822813,990.7645626,2023-05-13,Gift Card,Completed
Home & Kitchen,1,136.2857206,136.2857206,2023-06-14,Credit Card,Pending
Beauty & Health,3,189.6545478,568.9636433,2023-01-02,Gift Card,Refunded
Sports & Outdoors,4,101.6792756,406.7171023,2023-09-30,PayPal,Refunded
Sports & Outdoors,4,376.2460117,1504.984047,2023-05-27,PayPal,Pending
Sports & Outdoors,2,23.1300233,46.26004659,2023-07-08,Debit Card,Cancelled
Clothing,2,107.0942522,214.1885045,2023-03-02,PayPal,Refunded
Electronics,3,449.633373,1348.900119,2023-04-03,Credit Card,Cancelled
Clothing,1,325.409117,325.409117,2023-03-13,Gift Card,Refunded
Books,1,36.7791206,36.7791206,2023-10-14,PayPal,Refunded
Sports & Outdoors,4,246.3466275,985.3865102,2023-12-19,Debit Card,Pending
Electronics,1,256.6670035,256.6670035,2023-04-06,Debit Card,Pending
Electronics,1,444.9676644,444.9676644,2023-08-27,PayPal,Cancelled
Sports & Outdoors,1,336.3909323,336.3909323,2023-06-01,Credit Card,Cancelled
Electronics,5,225.6822596,1128.411298,2023-04-06,Credit Card,Pending
Clothing,3,245.8297411,737.4892233,2023-09-26,Credit Card,Pending
Clothing,4,43.05260108,172.2104043,2023-10-19,Debit Card,Refunded
Books,4,261.4065732,1045.626293,2023-04-21,PayPal,Cancelled
Clothing,2,475.327053,950.6541059,2023-03-03,Credit Card,Refunded
Beauty & Health,2,125.3022005,250.604401,2023-04-12,Gift Card,Completed
Clothing,1,301.1718957,301.1718957,2023-02-02,Gift Card,Cancelled
Books,5,389.2559988,1946.279994,2023-09-19,Debit Card,Cancelled
Clothing,3,465.1088738,1395.326622,2023-02-01,Gift Card,Cancelled
Books,3,487.2484695,1461.745409,2023-08-24,Gift Card,Pending
Home & Kitchen,5,432.4100545,2162.050272,2023-01-29,Credit Card,Completed
Electronics,5,483.0764954,2415.382477,2023-09-20,Gift Card,Pending
Beauty & Health,3,381.2600056,1143.780017,2023-05-13,PayPal,Pending
Sports & Outdoors,4,152.204729,608.8189161,2023-08-05,Credit Card,Cancelled
Home & Kitchen,1,54.34954402,54.34954402,2023-04-23,Gift Card,Cancelled
Electronics,2,414.5007933,829.0015865,2023-07-18,Debit Card,Completed
Electronics,2,173.8014951,347.6029902,2023-09-09,Credit Card,Cancelled
Home & Kitchen,2,95.14146257,190.2829251,2023-03-24,Credit Card,Pending
Home & Kitchen,4,50.36054925,201.442197,2023-12-25,PayPal,Completed
Home & Kitchen,5,47.04198036,235.2099018,2023-04-22,Credit Card,Pending
Home & Kitchen,1,236.3363039,236.3363039,2023-08-11,PayPal,Pending
Home & Kitchen,4,56.74154315,226.9661726,2023-06-23,Gift Card,Refunded
Books,2,443.7032658,887.4065317,2023-12-01,PayPal,Pending
Beauty & Health,1,151.0598174,151.0598174,2023-11-24,Debit Card,Completed
Home & Kitchen,3,45.32830385,135.9849115,2023-05-01,PayPal,Completed
Electronics,1,380.5737491,380.5737491,2023-12-24,Debit Card,Pending
Clothing,1,91.98709255,91.98709255,2023-06-25,Gift Card,Cancelled
Electronics,1,263.0949004,263.0949004,2023-12-07,Credit Card,Completed
Beauty & Health,3,120.134516,360.403548,2023-04-09,Credit Card,Cancelled
Clothing,2,144.7260721,289.4521441,2023-01-08,Gift Card,Cancelled
Beauty & Health,4,325.3646163,1301.458465,2023-12-23,Gift Card,Refunded
Home & Kitchen,5,433.2543717,2166.271858,2023-05-16,PayPal,Refunded
Books,3,179.7868638,539.3605915,2023-06-08,Debit Card,Pending
Home & Kitchen,4,85.32992689,341.3197076,2023-08-02,Debit Card,Refunded
Home & Kitchen,3,78.45933948,235.3780185,2023-12-23,Gift Card,Cancelled
Beauty & Health,4,124.8695596,499.4782384,2023-07-29,Gift Card,Completed
Electronics,3,126.1079123,378.3237368,2023-10-08,Debit Card,Cancelled
Sports & Outdoors,4,152.6123989,610.4495957,2023-10-13,Debit Card,Cancelled
Sports & Outdoors,4,203.1457931,812.5831723,2023-09-16,Debit Card,Cancelled
Sports & Outdoors,4,208.4258643,833.7034574,2023-07-21,Debit Card,Cancelled
Clothing,5,133.3746531,666.8732655,2023-08-22,Credit Card,Refunded
Clothing,5,318.9442941,1594.72147,2023-02-23,Debit Card,Refunded
Home & Kitchen,3,220.7519885,662.2559655,2023-03-04,Debit Card,Pending
Electronics,5,259.2935374,1296.467687,2023-09-22,Credit Card,Cancelled
Home & Kitchen,3,417.1627432,1251.48823,2023-11-21,Debit Card,Cancelled
Electronics,5,106.3276429,531.6382146,2023-07-13,Credit Card,Cancelled
Clothing,4,438.3611497,1753.444599,2023-08-29,PayPal,Refunded
Electronics,4,132.7666784,531.0667134,2023-12-25,Debit Card,Pending
Home & Kitchen,5,123.291143,616.4557152,2023-05-28,Gift Card,Completed
Home & Kitchen,5,170.9171885,854.5859426,2023-12-09,PayPal,Pending
Clothing,5,177.5561468,887.7807342,2023-09-26,Debit Card,Pending
Electronics,2,208.8240398,417.6480796,2023-11-11,Gift Card,Refunded
Clothing,1,178.508245,178.508245,2023-08-05,Gift Card,Refunded
Electronics,3,229.980443,689.9413291,2023-11-28,PayPal,Refunded
Electronics,5,76.80592761,384.0296381,2023-03-15,Gift Card,Refunded
Clothing,4,414.2957928,1657.183171,2023-06-27,Credit Card,Completed
Books,2,389.669062,779.338124,2023-12-17,Credit Card,Cancelled
Clothing,5,292.768562,1463.84281,2023-12-23,PayPal,Refunded
Home & Kitchen,3,384.2980283,1152.894085,2023-02-08,Gift Card,Cancelled
Home & Kitchen,4,121.5169081,486.0676325,2023-07-12,Gift Card,Refunded
Books,2,405.4831221,810.9662442,2023-04-11,Credit Card,Pending
Beauty & Health,1,219.2216543,219.2216543,2023-10-10,PayPal,Completed
Beauty & Health,2,426.3585837,852.7171675,2023-03-13,PayPal,Completed
Beauty & Health,3,461.6089637,1384.826891,2023-11-09,Debit Card,Pending
Home & Kitchen,5,122.8930424,614.4652122,2023-08-01,Gift Card,Completed
Beauty & Health,4,430.121323,1720.485292,2023-10-22,Credit Card,Completed
Books,4,327.3504786,1309.401914,2023-08-21,Gift Card,Pending
Electronics,2,317.2225376,634.4450752,2023-02-23,Gift Card,Cancelled
Home & Kitchen,4,227.7682915,911.073166,2023-07-16,PayPal,Cancelled
Clothing,4,62.17203222,248.6881289,2023-11-10,Credit Card,Refunded
Electronics,3,345.3627584,1036.088275,2023-10-18,Gift Card,Cancelled
Sports & Outdoors,2,117.2567352,234.5134703,2023-12-25,Gift Card,Cancelled
Clothing,5,42.04812891,210.2406445,2023-02-26,Debit Card,Completed
Books,5,69.14754956,345.7377478,2023-12-16,Credit Card,Cancelled
Electronics,3,29.02869894,87.08609682,2023-08-20,PayPal,Cancelled
Electronics,1,365.9809856,365.9809856,2023-01-21,Credit Card,Refunded
Beauty & Health,2,202.8323784,405.6647568,2023-07-13,Gift Card,Refunded
Home & Kitchen,4,433.6377235,1734.550894,2023-03-26,PayPal,Completed
Electronics,2,351.8875144,703.7750288,2023-08-11,Gift Card,Refunded
Books,1,263.3061506,263.3061506,2023-07-11,Debit Card,Cancelled
Home & Kitchen,4,308.6465792,1234.586317,2023-12-17,PayPal,Cancelled
Electronics,1,47.89556771,47.89556771,2023-12-10,Debit Card,Refunded
Beauty & Health,5,291.8148328,1459.074164,2023-10-13,Credit Card,Cancelled
Clothing,2,270.5909486,541.1818971,2023-05-02,Credit Card,Cancelled
Clothing,1,347.5124116,347.5124116,2023-06-19,PayPal,Completed
Clothing,3,195.9634979,587.8904936,2023-05-14,Gift Card,Pending
Clothing,1,94.49922443,94.49922443,2023-06-22,Credit Card,Cancelled
Beauty & Health,5,227.4924812,1137.462406,2023-06-06,Credit Card,Pending
Sports & Outdoors,5,217.184953,1085.924765,2023-08-12,Debit Card,Completed
Home & Kitchen,1,305.0647318,305.0647318,2023-10-06,Gift Card,Completed
Sports & Outdoors,5,98.41899229,492.0949614,2023-10-27,Debit Card,Pending
Books,5,395.8628027,1979.314013,2023-11-28,PayPal,Completed
Electronics,1,448.3560229,448.3560229,2023-09-24,PayPal,Pending
Clothing,4,465.7458553,1862.983421,2023-06-15,Credit Card,Completed
Sports & Outdoors,1,335.6151144,335.6151144,2023-03-24,Credit Card,Completed
Electronics,4,477.9594232,1911.837693,2023-08-12,Credit Card,Pending
Home & Kitchen,1,273.4105903,273.4105903,2023-10-31,Gift Card,Cancelled
Sports & Outdoors,4,216.4092895,865.6371581,2023-03-09,PayPal,Pending
Books,1,16.84427601,16.84427601,2023-08-04,Debit Card,Cancelled
Sports & Outdoors,4,359.1186146,1436.474458,2023-04-18,Gift Card,Pending
Home & Kitchen,5,442.3900258,2211.950129,2023-04-17,Debit Card,Completed
Sports & Outdoors,3,61.53284562,184.5985369,2023-07-19,PayPal,Completed
Sports & Outdoors,2,65.00191642,130.0038328,2023-10-30,PayPal,Cancelled
Books,5,388.6184161,1943.09208,2023-08-25,Debit Card,Cancelled
Home & Kitchen,1,191.9376638,191.9376638,2023-06-21,Debit Card,Cancelled
Home & Kitchen,5,10.26560205,51.32801025,2023-04-29,Debit Card,Pending
Beauty & Health,4,468.9698786,1875.879514,2023-11-14,Debit Card,Cancelled
Home & Kitchen,3,237.9507124,713.8521373,2023-02-12,PayPal,Completed
Home & Kitchen,3,182.4889703,547.466911,2023-01-05,Debit Card,Cancelled
Home & Kitchen,2,308.3953293,616.7906585,2023-02-19,PayPal,Completed
Home & Kitchen,1,192.5875645,192.5875645,2023-10-04,Gift Card,Pending
Home & Kitchen,1,480.3386185,480.3386185,2023-06-20,PayPal,Cancelled
Beauty & Health,4,134.8477824,539.3911297,2023-05-10,Credit Card,Completed
Sports & Outdoors,4,194.4897999,777.9591995,2023-11-21,PayPal,Refunded
Electronics,3,384.1514279,1152.454284,2023-04-06,Debit Card,Completed
Home & Kitchen,4,405.0313461,1620.125384,2023-05-03,Gift Card,Cancelled
Sports & Outdoors,5,397.1497796,1985.748898,2023-03-02,Gift Card,Completed
Sports & Outdoors,2,337.3610771,674.7221542,2023-11-06,Gift Card,Completed
Books,4,220.0698621,880.2794485,2023-07-04,PayPal,Pending
Beauty & Health,2,221.3641888,442.7283775,2023-10-03,Debit Card,Cancelled
Clothing,4,391.1904239,1564.761696,2023-09-17,Debit Card,Pending
Beauty & Health,2,109.8878353,219.7756705,2023-02-27,Debit Card,Completed
Books,1,29.70037579,29.70037579,2023-07-21,PayPal,Refunded
Books,3,395.160535,1185.481605,2023-06-05,PayPal,Completed
Clothing,3,215.1705182,645.5115545,2023-05-03,PayPal,Refunded
Clothing,5,305.0478902,1525.239451,2023-03-11,PayPal,Refunded
Electronics,3,218.6846344,656.0539032,2023-11-16,Credit Card,Pending
Books,1,440.4123186,440.4123186,2023-07-06,Credit Card,Refunded
Home & Kitchen,1,489.9870565,489.9870565,2023-10-15,Credit Card,Cancelled
Home & Kitchen,1,464.1107329,464.1107329,2023-01-06,Gift Card,Refunded
Clothing,3,380.2232048,1140.669615,2023-02-12,Gift Card,Completed
Clothing,1,81.56830162,81.56830162,2023-08-19,Gift Card,Completed
Home & Kitchen,2,479.8636623,959.7273245,2023-08-17,PayPal,Cancelled
Beauty & Health,3,181.0428515,543.1285545,2023-07-31,Gift Card,Pending
Home & Kitchen,3,166.7083222,500.1249665,2023-05-30,Gift Card,Completed
Clothing,3,318.0287591,954.0862773,2023-05-02,Credit Card,Refunded
Clothing,2,347.5320404,695.0640808,2023-03-05,Credit Card,Refunded
Beauty & Health,5,432.9480957,2164.740479,2023-04-02,Gift Card,Cancelled
Sports & Outdoors,5,230.0219814,1150.109907,2023-01-13,PayPal,Refunded
Clothing,3,137.5211665,412.5634994,2023-08-27,Debit Card,Completed
Beauty & Health,5,349.7313598,1748.656799,2023-12-11,PayPal,Cancelled
Books,5,110.0685372,550.3426861,2023-02-14,Debit Card,Completed
Beauty & Health,4,349.2872705,1397.149082,2023-08-31,PayPal,Completed
Books,3,38.01673912,114.0502174,2023-05-08,Gift Card,Refunded
Electronics,1,429.1657905,429.1657905,2023-05-12,Credit Card,Cancelled
Clothing,4,309.1145173,1236.458069,2023-05-31,Debit Card,Pending
Sports & Outdoors,4,448.666008,1794.664032,2023-05-02,Gift Card,Refunded
Books,1,86.19747619,86.19747619,2023-06-01,Debit Card,Cancelled
Beauty & Health,5,254.5834055,1272.917028,2023-10-24,Debit Card,Cancelled
Electronics,1,358.6500171,358.6500171,2023-07-31,Debit Card,Pending
Beauty & Health,2,141.1477544,282.2955088,2023-02-01,Gift Card,Cancelled
Beauty & Health,2,126.353153,252.706306,2023-06-18,Credit Card,Completed
Electronics,1,302.9047598,302.9047598,2023-12-13,Gift Card,Completed
Electronics,4,103.6344322,414.5377288,2023-04-21,Credit Card,Refunded
Beauty & Health,2,127.959393,255.918786,2023-04-25,PayPal,Refunded
Sports & Outdoors,1,301.7897542,301.7897542,2023-03-11,Debit Card,Cancelled
Home & Kitchen,4,478.5239829,1914.095931,2023-03-24,Debit Card,Cancelled
Home & Kitchen,4,199.7424919,798.9699676,2023-06-15,PayPal,Refunded
Clothing,3,463.1777619,1389.533286,2023-12-28,Gift Card,Pending
Beauty & Health,4,223.9762333,895.9049332,2023-02-17,Credit Card,Refunded
Beauty & Health,5,236.5360491,1182.680245,2023-01-10,Credit Card,Completed
Books,4,378.4781876,1513.91275,2023-02-17,Debit Card,Pending
Clothing,5,327.1934291,1635.967145,2023-03-14,Debit Card,Cancelled
Electronics,2,232.8433576,465.6867152,2023-01-07,Gift Card,Completed
Electronics,5,48.5486737,242.7433685,2023-02-04,Gift Card,Cancelled
Electronics,1,115.9973359,115.9973359,2023-02-02,Credit Card,Refunded
Books,4,133.8210297,535.2841186,2023-04-21,PayPal,Refunded
Home & Kitchen,2,126.0459704,252.0919408,2023-07-20,Gift Card,Completed
Electronics,2,405.4441225,810.8882449,2023-11-29,Debit Card,Completed
Home & Kitchen,4,98.93327168,395.7330867,2023-06-06,PayPal,Completed
Beauty & Health,1,29.54021329,29.54021329,2023-01-06,Debit Card,Cancelled
Clothing,5,183.1687469,915.8437344,2023-04-04,PayPal,Pending
Home & Kitchen,3,155.3749609,466.1248826,2023-10-31,Debit Card,Pending
Clothing,5,88.95132804,444.7566402,2023-06-03,Debit Card,Completed
Home & Kitchen,5,181.6878946,908.439473,2023-01-31,PayPal,Refunded
Books,1,152.4486567,152.4486567,2023-07-27,Gift Card,Pending
Home & Kitchen,2,216.5084086,433.0168171,2023-10-19,Debit Card,Refunded
Electronics,1,356.2480371,356.2480371,2023-09-20,Credit Card,Refunded
Books,3,77.46045343,232.3813603,2023-10-03,Gift Card,Refunded
Clothing,3,126.8604701,380.5814103,2023-11-25,PayPal,Cancelled
Beauty & Health,5,37.36094124,186.8047062,2023-02-06,PayPal,Cancelled
Clothing,2,253.6587346,507.3174692,2023-03-05,Gift Card,Cancelled
Beauty & Health,3,65.35352806,196.0605842,2023-03-29,Gift Card,Cancelled
Electronics,4,364.2565531,1457.026213,2023-07-01,PayPal,Cancelled
Books,3,232.9014641,698.7043923,2023-06-24,Gift Card,Completed
Sports & Outdoors,1,155.7759869,155.7759869,2023-03-18,Gift Card,Pending
Electronics,1,201.6838019,201.6838019,2023-03-24,Credit Card,Completed
Home & Kitchen,5,305.1425169,1525.712585,2023-09-21,Debit Card,Refunded
Home & Kitchen,4,169.5577079,678.2308315,2023-06-30,PayPal,Pending
Electronics,5,466.917141,2334.585705,2023-11-23,PayPal,Completed
Clothing,2,297.7620402,595.5240805,2023-01-14,Credit Card,Completed
Home & Kitchen,4,125.181953,500.7278121,2023-08-25,Debit Card,Cancelled
Home & Kitchen,5,490.1730679,2450.865339,2023-04-16,Credit Card,Refunded
Sports & Outdoors,3,434.7476737,1304.243021,2023-09-17,Debit Card,Completed
Electronics,1,305.7221713,305.7221713,2023-08-02,Debit Card,Cancelled
Clothing,3,367.9363817,1103.809145,2023-10-20,PayPal,Pending
Sports & Outdoors,2,40.41801821,80.83603642,2023-11-28,PayPal,Refunded
Clothing,3,499.8192258,1499.457677,2023-02-15,Debit Card,Refunded
Home & Kitchen,5,159.8133354,799.066677,2023-10-02,PayPal,Cancelled
Sports & Outdoors,5,404.5322043,2022.661022,2023-10-16,Gift Card,Pending
Beauty & Health,5,43.1156803,215.5784015,2023-03-27,PayPal,Completed
Beauty & Health,1,131.4793192,131.4793192,2023-08-12,PayPal,Cancelled
Electronics,3,271.7933747,815.380124,2023-10-07,Credit Card,Completed
Electronics,2,17.79794782,35.59589564,2023-08-05,Gift Card,Cancelled
Beauty & Health,5,102.09796,510.4898002,2023-08-22,Debit Card,Refunded
Electronics,3,247.4508397,742.352519,2023-04-15,Gift Card,Refunded
Electronics,3,465.5833819,1396.750146,2023-05-02,Gift Card,Refunded
Home & Kitchen,3,170.6638699,511.9916096,2023-05-05,Credit Card,Pending
Books,5,209.6354776,1048.177388,2023-05-27,PayPal,Pending
Books,2,277.7046787,555.4093574,2023-05-19,Gift Card,Completed
Home & Kitchen,5,253.7855345,1268.927672,2023-03-19,PayPal,Cancelled
Beauty & Health,1,334.2231839,334.2231839,2023-05-11,Credit Card,Refunded
Sports & Outdoors,1,192.0120754,192.0120754,2023-11-24,Gift Card,Refunded
Books,4,497.154457,1988.617828,2023-05-11,Credit Card,Pending
Clothing,5,194.5625644,972.8128222,2023-03-08,Credit Card,Cancelled
Home & Kitchen,1,408.1163955,408.1163955,2023-05-05,Credit Card,Cancelled
Electronics,4,265.3240813,1061.296325,2023-12-21,Gift Card,Completed
Sports & Outdoors,3,54.84002781,164.5200834,2023-08-29,Credit Card,Cancelled
Sports & Outdoors,5,203.4221263,1017.110632,2023-06-21,Gift Card,Pending
Clothing,3,344.4629172,1033.388751,2023-06-06,Debit Card,Cancelled
Electronics,2,363.3537847,726.7075695,2023-12-15,Credit Card,Refunded
Sports & Outdoors,4,431.6160655,1726.464262,2023-03-10,PayPal,Completed
Electronics,3,460.9623284,1382.886985,2023-03-24,Gift Card,Pending
Electronics,5,440.2774624,2201.387312,2023-11-24,PayPal,Cancelled
Books,1,340.7472687,340.7472687,2023-01-16,Credit Card,Cancelled
Clothing,3,437.893921,1313.681763,2023-01-10,PayPal,Pending
Electronics,5,124.3057329,621.5286646,2023-05-05,Credit Card,Cancelled
Sports & Outdoors,2,324.422313,648.844626,2023-12-23,PayPal,Refunded
Electronics,5,461.5513017,2307.756509,2023-12-20,Gift Card,Refunded
Clothing,2,113.2990308,226.5980615,2023-01-18,Debit Card,Refunded
Beauty & Health,1,45.43153627,45.43153627,2023-09-04,Credit Card,Refunded
Home & Kitchen,4,133.0335732,532.1342929,2023-12-26,Credit Card,Refunded
Electronics,5,133.3464488,666.7322442,2023-04-29,Credit Card,Refunded
Home & Kitchen,3,480.5100549,1441.530165,2023-12-16,Credit Card,Pending
Home & Kitchen,3,441.2655987,1323.796796,2023-02-05,Debit Card,Refunded
Beauty & Health,1,20.99609451,20.99609451,2023-08-28,Gift Card,Cancelled
Electronics,5,433.2644471,2166.322236,2023-02-15,PayPal,Refunded
Beauty & Health,1,200.0560459,200.0560459,2023-09-28,Credit Card,Pending
Clothing,4,400.263707,1601.054828,2023-07-14,PayPal,Cancelled
Beauty & Health,3,103.5842936,310.7528808,2023-02-10,PayPal,Pending
Home & Kitchen,4,371.9596586,1487.838634,2023-05-25,Credit Card,Pending
Books,3,285.3239679,855.9719037,2023-07-02,PayPal,Refunded
Clothing,3,454.5152191,1363.545657,2023-05-27,PayPal,Completed
Beauty & Health,3,145.7598763,437.279629,2023-01-05,Gift Card,Refunded
Clothing,2,226.027274,452.0545481,2023-11-14,Gift Card,Completed
Electronics,2,310.1253066,620.2506132,2023-12-27,Credit Card,Pending
Sports & Outdoors,5,114.236436,571.1821799,2023-08-13,PayPal,Completed
Beauty & Health,4,29.81256174,119.250247,2023-06-24,Gift Card,Completed
Sports & Outdoors,2,264.3324775,528.6649551,2023-09-02,PayPal,Pending
Sports & Outdoors,3,40.92168281,122.7650484,2023-05-16,Debit Card,Completed
Clothing,5,11.24199442,56.2099721,2023-08-06,Credit Card,Completed
Electronics,1,168.5364375,168.5364375,2023-08-19,Gift Card,Cancelled
Sports & Outdoors,1,188.966196,188.966196,2023-04-02,PayPal,Refunded
Clothing,4,376.9398103,1507.759241,2023-05-17,Gift Card,Cancelled
Clothing,5,319.7588907,1598.794453,2023-07-05,Debit Card,Refunded
Clothing,4,477.3138497,1909.255399,2023-12-30,Gift Card,Pending
Electronics,1,466.9709344,466.9709344,2023-01-05,PayPal,Refunded
